Class,GridFins,ReusedCore,Legs,ReusedFairings,PayloadMass,FlightNumber,Flights,Block,ReusedCount,Year,Orbit,LaunchSite,Serial
1.0,0.6425396041156863,0.2075819358022084,0.6738249250744544,0.11734292976977154,0.19999156938463117,0.4019225723022083,0.1497870799180426,0.41601494284590523,0.4665836323429903,0.4339119671072571,0.21786792614017744,0.1607060866333063,0.4463882333330536
0.6425396041156863,1.0,0.2293405142250188,0.9023015273021358,0.15523010514126664,0.2580114431443086,0.44236357712782187,0.19445745144610022,0.43802256263085276,0.4103240458179562,0.533010750935311,0.25507279653479376,0.1700753357624518,0.5149212979451059
0.2075819358022084,0.2293405142250188,1.0,0.15555205376571216,0.3475738116465254,0.46839253565838174,0.6358438237944224,0.7826308041765933,0.5480359954295646,0.5941087608060175,0.5969021113463745,0.44741796624018837,0.06979871624555875,0.5147036068398066
0.6738249250744544,0.9023015273021358,0.15555205376571216,1.0,0.1502303226342532,0.19231762187249912,0.37361859496342137,0.157727052201048,0.36899428226935127,0.37549605816778603,0.46321456412283146,0.232125560772188,0.07920476656252075,0.4324968371442999
0.11734292976977154,0.15523010514126664,0.3475738116465254,0.1502303226342532,1.0,0.5817602088556537,0.3920471975908759,0.6354270506769454,0.27459231874617684,0.4003276184325858,0.33286662844200243,0.4899488692474856,0.015086178429909513,0.26193343676454645
0.19999156938463117,0.2580114431443086,0.46839253565838174,0.19231762187249912,0.5817602088556537,1.0,0.596307010641951,0.6652180297293726,0.5181646988066398,0.6123270716348935,0.5656450257284802,0.6206663169459526,0.09155416924666915,0.5019864623377589
0.4019225723022083,0.44236357712782187,0.6358438237944224,0.37361859496342137,0.3920471975908759,0.596307010641951,1.0,0.6528421146881085,0.93241090821514,0.7351926312689053,0.9500415811941406,0.5274066316159505,0.027411250338972088,0.9530426594476307
0.1497870799180426,0.19445745144610022,0.7826308041765933,0.157727052201048,0.6354270506769454,0.6652180297293726,0.6528421146881085,1.0,0.5196030635831157,0.6848020682067125,0.593285897544196,0.639144921289331,-0.023443738169462616,0.478060996851097
0.41601494284590523,0.43802256263085276,0.5480359954295646,0.36899428226935127,0.27459231874617684,0.5181646988066398,0.93241090821514,0.5196030635831157,1.0,0.7433399628104319,0.9074045037187315,0.42989087405934295,0.13371226689148807,0.9694735180234039
0.4665836323429903,0.4103240458179562,0.5941087608060175,0.37549605816778603,0.4003276184325858,0.6123270716348935,0.7351926312689053,0.6848020682067125,0.7433399628104319,1.0,0.7046879678135834,0.5773954411951263,0.13838415292159925,0.6892362624749341
0.4339119671072571,0.533010750935311,0.5969021113463745,0.46321456412283146,0.33286662844200243,0.5656450257284802,0.9500415811941406,0.593285897544196,0.9074045037187315,0.7046879678135834,1.0,0.45417390710968625,0.09344127419743699,0.9520352192113813
0.21786792614017744,0.25507279653479376,0.44741796624018837,0.232125560772188,0.4899488692474856,0.6206663169459526,0.5274066316159505,0.639144921289331,0.42989087405934295,0.5773954411951263,0.45417390710968625,1.0,0.3251911426915396,0.42056257908410966
0.1607060866333063,0.1700753357624518,0.06979871624555875,0.07920476656252075,0.015086178429909513,0.09155416924666915,0.027411250338972088,-0.023443738169462616,0.13371226689148807,0.13838415292159925,0.09344127419743699,0.3251911426915396,1.0,0.10292228379034665
0.4463882333330536,0.5149212979451059,0.5147036068398066,0.4324968371442999,0.26193343676454645,0.5019864623377589,0.9530426594476307,0.478060996851097,0.9694735180234039,0.6892362624749341,0.9520352192113813,0.42056257908410966,0.10292228379034665,1.0
